Time(s),ECG(mV)
34.644,0.09
34.648,0.09
34.652,0.1
34.656,0.11
34.66,0.105
34.664,0.1
34.668,0.1
34.672,0.11
34.676,0.1
34.68,0.1
34.684,0.1
34.688,0.105
34.692,0.11
34.696,0.12
34.7,0.095
34.704,0.115
34.708,0.12
34.712,0.125
34.716,0.135
34.72,0.135
34.724,0.13
34.728,0.125
34.732,0.14
34.736,0.145
34.74,0.155
34.744,0.15
34.748,0.165
34.752,0.16
34.756,0.175
34.76,0.17
34.764,0.18
34.768,0.195
34.772,0.195
34.776,0.195
34.78,0.195
34.784,0.2
34.788,0.215
34.792,0.2
34.796,0.225
34.8,0.235
34.804,0.22
34.808,0.235
34.812,0.24
34.816,0.215
34.82,0.24
34.824,0.225
34.828,0.22
34.832,0.215
34.836,0.225
34.84,0.22
34.844,0.205
34.848,0.2
34.852,0.18
34.856,0.165
34.86,0.16
34.864,0.14
34.868,0.12
34.872,0.095
34.876,0.09
34.88,0.08
34.884,0.065
34.888,0.045
34.892,0.035
34.896,0.035
34.9,0.015
34.904,0.02
34.908,0.005
34.912,0.005
34.916,-0.0
34.92,-0.005
34.924,0.005
34.928,-0.0
34.932,-0.0
34.936,0.01
34.94,0.005
34.944,-0.0
34.948,-0.005
34.952,-0.0
34.956,-0.0
34.96,-0.0
34.964,0.01
34.968,0.02
34.972,0.005
34.976,0.02
34.98,0.02
34.984,0.01
34.988,0.02
34.992,0.02
34.996,0.02
35.0,0.025
35.004,0.02
35.008,0.02
35.012,0.02
35.016,0.02
35.02,0.02
35.024,0.04
35.028,0.03
35.032,0.02
35.036,0.035
35.04,0.04
35.044,0.025
35.048,0.02
35.052,0.025
35.056,0.02
35.06,0.035
35.064,0.04
35.068,0.03
35.072,0.045
35.076,0.04
35.08,0.04
35.084,0.045
35.088,0.04
35.092,0.04
35.096,0.035
35.1,0.04
35.104,0.035
35.108,0.04
35.112,0.045
35.116,0.045
35.12,0.06
35.124,0.04
35.128,0.045
35.132,0.05
35.136,0.045
35.14,0.06
35.144,0.05
35.148,0.06
35.152,0.06
35.156,0.07
35.16,0.055
35.164,0.06
35.168,0.06
35.172,0.065
35.176,0.065
35.18,0.07
35.184,0.07
35.188,0.075
35.192,0.07
35.196,0.075
35.2,0.065
35.204,0.06
35.208,0.075
35.212,0.075
35.216,0.065
35.22,0.075
35.224,0.08
35.228,0.07
35.232,0.08
35.236,0.06
35.24,0.07
35.244,0.08
35.248,0.075
35.252,0.065
35.256,0.08
35.26,0.09
35.264,0.07
35.268,0.08
35.272,0.08
35.276,0.075
35.28,0.07
35.284,0.08
35.288,0.08
35.292,0.085
35.296,0.09
35.3,0.095
35.304,0.1
35.308,0.095
35.312,0.095
35.316,0.1
35.32,0.1
35.324,0.125
35.328,0.13
35.332,0.14
35.336,0.13
35.34,0.135
35.344,0.13
35.348,0.125
35.352,0.115
35.356,0.12
35.36,0.1
35.364,0.1
35.368,0.095
35.372,0.08
35.376,0.095
35.38,0.07
35.384,0.07
35.388,0.06
35.392,0.08
35.396,0.06
35.4,0.055
35.404,0.07
35.408,0.07
35.412,0.075
35.416,0.07
35.42,0.07
35.424,0.07
35.428,0.075
35.432,0.065
35.436,0.08
35.44,0.08
35.444,0.08
35.448,0.085
35.452,0.085
35.456,0.085
35.46,0.15
35.464,0.175
35.468,0.26
35.472,0.38
35.476,0.54
35.48,0.765
35.484,0.865
35.488,0.875
35.492,0.645
35.496,0.305
35.5,-0.06
35.504,-0.27
35.508,-0.345
35.512,-0.305
35.516,-0.195
35.52,-0.1
35.524,-0.04
35.528,-0.01
35.532,0.035
35.536,0.06
35.54,0.09
35.544,0.075
35.548,0.08
35.552,0.085
35.556,0.075
35.56,0.09
35.564,0.075
35.568,0.08
35.572,0.09
35.576,0.095
35.58,0.09
35.584,0.095
35.588,0.085
35.592,0.115
35.596,0.095
35.6,0.085
35.604,0.1
35.608,0.1
35.612,0.12
35.616,0.11
35.62,0.1
35.624,0.11
35.628,0.13
35.632,0.11
35.636,0.125
35.64,0.12
35.644,0.12
35.648,0.125
35.652,0.14
35.656,0.14
35.66,0.17
35.664,0.15
35.668,0.16
35.672,0.15
35.676,0.175
35.68,0.17
35.684,0.165
35.688,0.185
35.692,0.2
35.696,0.195
35.7,0.2
35.704,0.18
35.708,0.22
35.712,0.205
35.716,0.22
35.72,0.23
35.724,0.225
35.728,0.235
35.732,0.24
35.736,0.23
35.74,0.23
35.744,0.22
35.748,0.235
35.752,0.22
35.756,0.21
35.76,0.215
35.764,0.185
35.768,0.185
35.772,0.18
35.776,0.16
35.78,0.14
35.784,0.125
35.788,0.11
35.792,0.1
35.796,0.095
35.8,0.085
35.804,0.06
35.808,0.03
35.812,0.045
35.816,0.04
35.82,0.015
35.824,0.02
35.828,0.03
35.832,0.025
35.836,0.015
35.84,0.02
35.844,-0.0
35.848,0.005
35.852,0.005
35.856,-0.0
35.86,0.02
35.864,-0.0
35.868,0.015
35.872,-0.0
35.876,0.005
35.88,0.01
35.884,-0.0
35.888,0.015
35.892,0.02
35.896,0.02
35.9,0.02
35.904,0.025
35.908,0.02
35.912,0.035
35.916,0.02
35.92,0.035
35.924,0.02
35.928,0.035
35.932,0.035
35.936,0.03
35.94,0.035
35.944,0.035
35.948,0.045
35.952,0.04
35.956,0.045
35.96,0.04
35.964,0.05
35.968,0.025
35.972,0.055
35.976,0.05
35.98,0.04
35.984,0.045
35.988,0.05
35.992,0.05
35.996,0.045
36.0,0.05
36.004,0.05
36.008,0.04
36.012,0.04
36.016,0.045
36.02,0.045
36.024,0.05
36.028,0.05
36.032,0.05
36.036,0.06
36.04,0.06
36.044,0.06
36.048,0.06
36.052,0.07
36.056,0.06
36.06,0.08
36.064,0.065
36.068,0.06
36.072,0.055
36.076,0.075
36.08,0.075
36.084,0.075
36.088,0.085
36.092,0.08
36.096,0.08
36.1,0.075
36.104,0.075
36.108,0.085
36.112,0.08
36.116,0.09
36.12,0.08
36.124,0.095
36.128,0.085
36.132,0.08
36.136,0.09
36.14,0.09
36.144,0.08
36.148,0.08
36.152,0.08
36.156,0.08
36.16,0.08
36.164,0.08
36.168,0.065
36.172,0.095
36.176,0.08
36.18,0.08
36.184,0.075
36.188,0.1
36.192,0.07
36.196,0.09
36.2,0.085
36.204,0.08
36.208,0.08
36.212,0.09
36.216,0.095
36.22,0.1
36.224,0.1
36.228,0.105
36.232,0.105
36.236,0.115
36.24,0.1
36.244,0.12
36.248,0.12
36.252,0.12
36.256,0.125
36.26,0.125
36.264,0.12
36.268,0.115
36.272,0.12
36.276,0.125
36.28,0.1
36.284,0.1
36.288,0.11
36.292,0.1
36.296,0.095
36.3,0.095
36.304,0.08
36.308,0.08
36.312,0.08
36.316,0.08
36.32,0.08
36.324,0.075
36.328,0.08
36.332,0.08
36.336,0.095
36.34,0.085
36.344,0.095
36.348,0.075
36.352,0.07
36.356,0.08
36.36,0.085
36.364,0.075
36.368,0.095
36.372,0.08
36.376,0.08
36.38,0.1
36.384,0.125
36.388,0.16
36.392,0.225
36.396,0.335
36.4,0.505
36.404,0.7
36.408,0.86
36.412,0.92
36.416,0.68
36.42,0.36
36.424,-0.0
36.428,-0.25
36.432,-0.36
36.436,-0.315
36.44,-0.2
36.444,-0.085
36.448,-0.06
36.452,-0.015
36.456,0.025
36.46,0.055
36.464,0.07
36.468,0.07
36.472,0.075
36.476,0.075
36.48,0.06
36.484,0.065
36.488,0.065
36.492,0.07
36.496,0.09
36.5,0.085
36.504,0.095
36.508,0.085
36.512,0.085
36.516,0.09
36.52,0.09
36.524,0.1
36.528,0.1
36.532,0.11
36.536,0.1
36.54,0.1
36.544,0.095
36.548,0.105
36.552,0.11
36.556,0.115
36.56,0.11
36.564,0.12
36.568,0.115
36.572,0.12
36.576,0.12
36.58,0.12
36.584,0.14
36.588,0.135
36.592,0.15
36.596,0.155
36.6,0.16
36.604,0.17
36.608,0.18
36.612,0.18
36.616,0.185
36.62,0.18
36.624,0.185
36.628,0.2
36.632,0.205
36.636,0.21
36.64,0.22
36.644,0.215
36.648,0.24
36.652,0.22
36.656,0.22
36.66,0.225
36.664,0.225
36.668,0.215
36.672,0.24
36.676,0.23
36.68,0.22
36.684,0.2
36.688,0.21
36.692,0.2
36.696,0.195
36.7,0.18
36.704,0.16
36.708,0.14
36.712,0.12
36.716,0.11
36.72,0.085
36.724,0.07
36.728,0.04
36.732,0.055
36.736,0.04
36.74,0.02
36.744,0.02
36.748,0.015
36.752,-0.0
36.756,-0.0
36.76,0.01
36.764,-0.0
36.768,-0.0
36.772,-0.0
36.776,-0.0
36.78,-0.0
36.784,-0.0
36.788,-0.005
36.792,0.005
36.796,0.015
36.8,0.015
36.804,-0.0
36.808,0.015
36.812,0.005
36.816,0.005
36.82,0.015
36.824,0.005
36.828,0.01
36.832,0.015
36.836,0.015
36.84,0.02
36.844,0.02
36.848,0.025
36.852,0.02
36.856,0.025
36.86,0.025
36.864,0.04
36.868,0.02
36.872,0.03
36.876,0.035
36.88,0.025
36.884,0.04
36.888,0.045
36.892,0.05
36.896,0.04
36.9,0.04
36.904,0.05
36.908,0.05
36.912,0.04
36.916,0.045
36.92,0.04
36.924,0.04
36.928,0.04
36.932,0.055
36.936,0.045
36.94,0.06
36.944,0.055
36.948,0.045
36.952,0.05
36.956,0.05
36.96,0.06
36.964,0.06
36.968,0.05
36.972,0.06
36.976,0.065
36.98,0.065
36.984,0.06
36.988,0.06
36.992,0.07
36.996,0.065
37.0,0.06
37.004,0.085
37.008,0.07
37.012,0.07
37.016,0.075
37.02,0.075
37.024,0.08
37.028,0.08
37.032,0.07
37.036,0.08
37.04,0.075
37.044,0.08
37.048,0.08
37.052,0.085
37.056,0.08
37.06,0.075
37.064,0.08
37.068,0.08
37.072,0.075
37.076,0.06
37.08,0.08
37.084,0.08
37.088,0.07
37.092,0.08
37.096,0.08
37.1,0.07
37.104,0.08
37.108,0.08
37.112,0.085
37.116,0.08
37.12,0.085
37.124,0.09
37.128,0.085
37.132,0.08
37.136,0.075
37.14,0.08
37.144,0.08
37.148,0.09
37.152,0.09
37.156,0.08
37.16,0.08
37.164,0.085
37.168,0.08
37.172,0.08
37.176,0.065
37.18,0.08
37.184,0.095
37.188,0.095
37.192,0.09
37.196,0.095
37.2,0.1
37.204,0.1
37.208,0.11
37.212,0.12
37.216,0.12
37.22,0.12
37.224,0.125
37.228,0.115
37.232,0.125
37.236,0.15
37.24,0.155
37.244,0.14
37.248,0.135
37.252,0.145
37.256,0.145
37.26,0.135
37.264,0.135
37.268,0.125
37.272,0.12
37.276,0.115
37.28,0.115
37.284,0.105
37.288,0.11
37.292,0.1
37.296,0.1
37.3,0.08
37.304,0.075
37.308,0.08
37.312,0.08
37.316,0.085
37.32,0.06
37.324,0.08
37.328,0.085
37.332,0.1
37.336,0.085
37.34,0.08
37.344,0.1
37.348,0.08
37.352,0.08
37.356,0.08
37.36,0.095
37.364,0.08
37.368,0.08
37.372,0.135
37.376,0.145
37.38,0.22
37.384,0.325
37.388,0.5
37.392,0.72
37.396,0.9
37.4,0.97
37.404,0.775
37.408,0.445
37.412,0.06
37.416,-0.25
37.42,-0.38
37.424,-0.355
37.428,-0.235
37.432,-0.14
37.436,-0.08
37.44,-0.03
37.444,0.01
37.448,0.05
37.452,0.06
37.456,0.07
37.46,0.065
37.464,0.07
37.468,0.065
37.472,0.08
37.476,0.08
37.48,0.075
37.484,0.08
37.488,0.08
37.492,0.085
37.496,0.1
37.5,0.08
37.504,0.1
37.508,0.095
37.512,0.1
37.516,0.105
37.52,0.11
37.524,0.11
37.528,0.105
37.532,0.125
37.536,0.11
37.54,0.14
37.544,0.125
37.548,0.14
37.552,0.14
37.556,0.14
37.56,0.155
37.564,0.14
37.568,0.16
37.572,0.145
37.576,0.16
37.58,0.17
37.584,0.175
37.588,0.175
37.592,0.18
37.596,0.18
37.6,0.195
37.604,0.195
37.608,0.205
37.612,0.22
37.616,0.215
37.62,0.225
37.624,0.225
37.628,0.215
37.632,0.225
37.636,0.255
37.64,0.24
37.644,0.24
37.648,0.26
37.652,0.24
37.656,0.235
37.66,0.23
37.664,0.225
37.668,0.23
37.672,0.23
37.676,0.22
37.68,0.2
37.684,0.18
37.688,0.18
37.692,0.16
37.696,0.16
37.7,0.14
37.704,0.115
37.708,0.115
37.712,0.075
37.716,0.08
37.72,0.055
37.724,0.045
37.728,0.025
37.732,0.02
37.736,0.01
37.74,0.005
37.744,-0.005
37.748,-0.0
37.752,-0.0
37.756,-0.0
37.76,0.01
37.764,-0.005
37.768,-0.015
37.772,-0.0
37.776,-0.0
37.78,-0.015
37.784,0.005
37.788,-0.0
37.792,-0.005
37.796,-0.0
37.8,-0.0
37.804,-0.0
37.808,-0.0
37.812,-0.0
37.816,0.01
37.82,0.02
37.824,0.025
37.828,0.01
37.832,0.03
37.836,0.015
37.84,0.03
37.844,0.035
37.848,0.035
37.852,0.025
37.856,0.04
37.86,0.05
37.864,0.045
37.868,0.035
37.872,0.04
37.876,0.055
37.88,0.045
37.884,0.05
37.888,0.055
37.892,0.045
37.896,0.045
37.9,0.05
37.904,0.06
37.908,0.055
37.912,0.045
37.916,0.05
37.92,0.06
37.924,0.06
37.928,0.04
37.932,0.055
37.936,0.04
37.94,0.06
37.944,0.06
37.948,0.045
37.952,0.045
37.956,0.065
37.96,0.045
37.964,0.055
37.968,0.06
37.972,0.05
37.976,0.065
37.98,0.055
37.984,0.06
37.988,0.05
37.992,0.05
37.996,0.07
38.0,0.04
38.004,0.06
38.008,0.07
38.012,0.06
38.016,0.07
38.02,0.06
38.024,0.08
38.028,0.06
38.032,0.07
38.036,0.07
38.04,0.08
38.044,0.06
38.048,0.07
38.052,0.075
38.056,0.065
38.06,0.075
38.064,0.07
38.068,0.075
38.072,0.07
38.076,0.075
38.08,0.075
38.084,0.07
38.088,0.08
38.092,0.06
38.096,0.08
38.1,0.07
38.104,0.085
38.108,0.08
38.112,0.075
38.116,0.075
38.12,0.09
38.124,0.085
38.128,0.08
38.132,0.09
38.136,0.095
38.14,0.085
38.144,0.085
38.148,0.095
38.152,0.095
38.156,0.09
38.16,0.095
38.164,0.08
38.168,0.08
38.172,0.1
38.176,0.095
38.18,0.08
38.184,0.09
38.188,0.1
38.192,0.095
38.196,0.1
38.2,0.1
38.204,0.1
38.208,0.1
38.212,0.1
38.216,0.095
38.22,0.12
38.224,0.125
38.228,0.12
38.232,0.12
38.236,0.125
38.24,0.14
38.244,0.14
38.248,0.145
38.252,0.155
38.256,0.16
38.26,0.165
38.264,0.16
38.268,0.16
38.272,0.155
38.276,0.145
38.28,0.13
38.284,0.13
38.288,0.12
38.292,0.13
38.296,0.11
38.3,0.1
38.304,0.11
38.308,0.1
38.312,0.095
38.316,0.075
38.32,0.075
38.324,0.075
38.328,0.075
38.332,0.08
38.336,0.075
38.34,0.07
38.344,0.08
38.348,0.075
38.352,0.08
38.356,0.08
38.36,0.095
38.364,0.08
38.368,0.085
38.372,0.075
38.376,0.075
38.38,0.07
38.384,0.075
38.388,0.12
38.392,0.14
38.396,0.22
38.4,0.345
38.404,0.52
38.408,0.735
38.412,0.91
38.416,0.945
38.42,0.72
38.424,0.375
38.428,-0.005
38.432,-0.28
38.436,-0.385
38.44,-0.33
38.444,-0.22
38.448,-0.125
38.452,-0.06
38.456,-0.02
38.46,0.02
38.464,0.065
38.468,0.065
38.472,0.08
38.476,0.08
38.48,0.085
38.484,0.085
38.488,0.09
38.492,0.09
38.496,0.095
38.5,0.1
38.504,0.1
38.508,0.1
38.512,0.1
38.516,0.105
38.52,0.115
38.524,0.12
38.528,0.12
38.532,0.115
38.536,0.12
38.54,0.12
38.544,0.12
38.548,0.14
38.552,0.13
38.556,0.14
38.56,0.135
38.564,0.14
38.568,0.135
38.572,0.13
38.576,0.14
38.58,0.14
38.584,0.14
38.588,0.155
38.592,0.165
38.596,0.165
38.6,0.165
38.604,0.17
38.608,0.18
38.612,0.19
38.616,0.19
38.62,0.195
38.624,0.2
38.628,0.205
38.632,0.21
38.636,0.22
38.64,0.225
38.644,0.22
38.648,0.225
38.652,0.225
38.656,0.23
38.66,0.23
38.664,0.225
38.668,0.235
38.672,0.215
38.676,0.23
38.68,0.225
38.684,0.205
38.688,0.205
38.692,0.21
38.696,0.195
38.7,0.185
38.704,0.175
38.708,0.16
38.712,0.155
38.716,0.125
38.72,0.115
38.724,0.09
38.728,0.08
38.732,0.07
38.736,0.05
38.74,0.045
38.744,0.035
38.748,0.035
38.752,0.005
38.756,0.015
38.76,0.005
38.764,-0.0
38.768,-0.0
38.772,-0.0
38.776,-0.0
38.78,-0.0
38.784,-0.0
38.788,-0.0
38.792,0.02
38.796,0.015
38.8,0.02
38.804,0.005
38.808,0.02
38.812,0.005
38.816,0.01
38.82,0.015
38.824,0.015
38.828,0.03
38.832,0.015
38.836,0.025
38.84,0.04
38.844,0.02
38.848,0.04
38.852,0.02
38.856,0.04
38.86,0.04
38.864,0.04
38.868,0.04
38.872,0.04
38.876,0.055
38.88,0.025
38.884,0.04
38.888,0.04
38.892,0.045
38.896,0.045
38.9,0.045
38.904,0.055
38.908,0.035
38.912,0.05
38.916,0.05
38.92,0.04
38.924,0.05
38.928,0.045
38.932,0.05
38.936,0.05
38.94,0.05
38.944,0.05
38.948,0.06
38.952,0.055
38.956,0.035
38.96,0.045
38.964,0.05
38.968,0.04
38.972,0.055
38.976,0.045
38.98,0.04
38.984,0.04
38.988,0.045
38.992,0.05
38.996,0.05
39.0,0.04
39.004,0.045
39.008,0.045
39.012,0.06
39.016,0.055
39.02,0.06
39.024,0.05
39.028,0.065
39.032,0.065
39.036,0.05
39.04,0.06
39.044,0.065
39.048,0.06
39.052,0.075
39.056,0.065
39.06,0.08
39.064,0.06
39.068,0.07
39.072,0.075
39.076,0.065
39.08,0.07
39.084,0.085
39.088,0.065
39.092,0.065
39.096,0.08
39.1,0.08
39.104,0.095
39.108,0.08
39.112,0.085
39.116,0.08
39.12,0.08
39.124,0.09
39.128,0.08
39.132,0.1
39.136,0.08
39.14,0.09
39.144,0.07
39.148,0.095
39.152,0.085
39.156,0.09
39.16,0.09
39.164,0.08
39.168,0.09
39.172,0.08
39.176,0.085
39.18,0.09
39.184,0.095
39.188,0.085
39.192,0.095
39.196,0.1
39.2,0.085
39.204,0.095
39.208,0.09
39.212,0.09
39.216,0.09
39.22,0.09
39.224,0.11
39.228,0.105
39.232,0.125
39.236,0.12
39.24,0.12
39.244,0.12
39.248,0.13
39.252,0.125
39.256,0.14
39.26,0.14
39.264,0.16
39.268,0.145
39.272,0.14
39.276,0.14
39.28,0.12
39.284,0.13
39.288,0.13
39.292,0.12
39.296,0.105
39.3,0.105
39.304,0.09
39.308,0.09
39.312,0.09
39.316,0.08
39.32,0.08
39.324,0.065
39.328,0.06
39.332,0.07
39.336,0.075
39.34,0.075
39.344,0.075
39.348,0.08
39.352,0.065
39.356,0.08
39.36,0.075
39.364,0.08
39.368,0.065
39.372,0.08
39.376,0.08
39.38,0.08
39.384,0.075
39.388,0.07
39.392,0.125
39.396,0.15
39.4,0.235
39.404,0.35
39.408,0.56
39.412,0.75
39.416,0.92
39.42,0.945
39.424,0.71
39.428,0.355
39.432,-0.035
39.436,-0.27
39.44,-0.365
39.444,-0.33
39.448,-0.215
39.452,-0.115
39.456,-0.06
39.46,-0.015
39.464,0.02
39.468,0.06
39.472,0.085
39.476,0.08
39.48,0.075
39.484,0.07
39.488,0.08
39.492,0.08
39.496,0.095
39.5,0.08
39.504,0.1
39.508,0.1
39.512,0.095
39.516,0.1
39.52,0.105
39.524,0.1
39.528,0.1
39.532,0.1
39.536,0.12
39.54,0.11
39.544,0.11
39.548,0.115
39.552,0.1
39.556,0.115
39.56,0.125
39.564,0.12
39.568,0.11
39.572,0.12
39.576,0.14
39.58,0.14
39.584,0.14
39.588,0.145
39.592,0.155
39.596,0.16
39.6,0.15
39.604,0.155
39.608,0.165
39.612,0.16
39.616,0.17
39.62,0.18
39.624,0.19
39.628,0.19
39.632,0.195
39.636,0.195
39.64,0.21
39.644,0.22
39.648,0.23
39.652,0.225
39.656,0.23
39.66,0.235
39.664,0.23
39.668,0.225
39.672,0.23
39.676,0.23
39.68,0.22
39.684,0.215
39.688,0.21
39.692,0.2
39.696,0.2
39.7,0.195
39.704,0.185
39.708,0.175
39.712,0.17
39.716,0.13
39.72,0.12
39.724,0.12
39.728,0.1
39.732,0.085
39.736,0.08
39.74,0.06
39.744,0.045
39.748,0.035
39.752,0.02
39.756,0.015
39.76,0.005
39.764,0.005
39.768,0.015
39.772,-0.0
39.776,-0.0
39.78,0.01
39.784,-0.0
39.788,0.005
39.792,-0.0
39.796,-0.0
39.8,0.015
39.804,-0.0
39.808,0.015
39.812,0.005
39.816,0.005
39.82,0.015
39.824,0.005
39.828,0.015
39.832,0.015
39.836,0.01
39.84,0.015
39.844,0.015
39.848,0.02
39.852,0.02
39.856,0.025
39.86,0.015
39.864,0.025
39.868,0.025
39.872,0.035
39.876,0.03
39.88,0.03
39.884,0.03
39.888,0.035
39.892,0.04
39.896,0.04
39.9,0.035
39.904,0.03
39.908,0.03
39.912,0.035
39.916,0.04
39.92,0.04
39.924,0.035
39.928,0.04
39.932,0.04
39.936,0.04
39.94,0.04
39.944,0.04
39.948,0.04
39.952,0.04
39.956,0.055
39.96,0.045
39.964,0.05
39.968,0.04
39.972,0.05
39.976,0.05
39.98,0.06
39.984,0.045
39.988,0.06
39.992,0.055
39.996,0.06
40.0,0.06
40.004,0.06
40.008,0.06
40.012,0.06
40.016,0.065
40.02,0.07
40.024,0.065
40.028,0.06
40.032,0.06
40.036,0.08
40.04,0.065
40.044,0.075
40.048,0.07
40.052,0.075
40.056,0.08
40.06,0.08
40.064,0.08
40.068,0.075
40.072,0.085
40.076,0.08
40.08,0.08
40.084,0.08
40.088,0.08
40.092,0.08
40.096,0.065
40.1,0.065
40.104,0.08
40.108,0.07
40.112,0.08
40.116,0.075
40.12,0.08
40.124,0.075
40.128,0.075
40.132,0.095
40.136,0.085
40.14,0.075
40.144,0.08
40.148,0.075
40.152,0.08
40.156,0.08
40.16,0.08
40.164,0.08
40.168,0.08
40.172,0.08
40.176,0.095
40.18,0.085
40.184,0.095
40.188,0.095
40.192,0.08
40.196,0.08
40.2,0.085
40.204,0.08
40.208,0.08
40.212,0.08
40.216,0.08
40.22,0.09
40.224,0.09
40.228,0.11
40.232,0.1
40.236,0.1
40.24,0.095
40.244,0.115
40.248,0.11
40.252,0.12
40.256,0.14
40.26,0.135
40.264,0.14
40.268,0.15
40.272,0.135
40.276,0.13
40.28,0.12
40.284,0.14
40.288,0.13
40.292,0.12
40.296,0.105
40.3,0.115
40.304,0.11
40.308,0.1
40.312,0.1
40.316,0.095
40.32,0.08
40.324,0.09
40.328,0.08
40.332,0.08
40.336,0.08
40.34,0.1
40.344,0.085
40.348,0.09
40.352,0.085
40.356,0.095
40.36,0.1
40.364,0.08
40.368,0.095
40.372,0.09
40.376,0.09
40.38,0.08
40.384,0.08
40.388,0.125
40.392,0.155
40.396,0.205
40.4,0.315
40.404,0.46
40.408,0.645
40.412,0.82
40.416,0.88
40.42,0.75
40.424,0.485
40.428,0.125
40.432,-0.22
40.436,-0.33
40.44,-0.34
40.444,-0.225
40.448,-0.14
40.452,-0.07
40.456,-0.03
40.46,0.015
40.464,0.045
40.468,0.07
40.472,0.075
40.476,0.085
40.48,0.065
40.484,0.07
40.488,0.085
40.492,0.07
40.496,0.08
40.5,0.09
40.504,0.075
40.508,0.08
40.512,0.085
40.516,0.1
40.52,0.095
40.524,0.1
40.528,0.105
40.532,0.115
40.536,0.125
40.54,0.115
40.544,0.12
40.548,0.125
40.552,0.12
40.556,0.13
40.56,0.125
40.564,0.125
40.568,0.12
40.572,0.14
40.576,0.135
40.58,0.145
40.584,0.14
40.588,0.155
40.592,0.17
40.596,0.15
40.6,0.165
40.604,0.17
40.608,0.18
40.612,0.185
40.616,0.19
40.62,0.2
40.624,0.205
40.628,0.21
40.632,0.215
40.636,0.23
40.64,0.225
40.644,0.23
40.648,0.235
40.652,0.23
40.656,0.23
40.66,0.235
40.664,0.23
40.668,0.22
40.672,0.225
40.676,0.215
40.68,0.225
40.684,0.22
40.688,0.215
40.692,0.205
40.696,0.185
40.7,0.18
40.704,0.165
40.708,0.155
40.712,0.14
40.716,0.125
40.72,0.11
40.724,0.095
40.728,0.085
40.732,0.06
40.736,0.06
40.74,0.04
40.744,0.02
40.748,0.02
40.752,0.005
40.756,0.02
40.76,-0.0
40.764,0.01
40.768,-0.0
40.772,-0.015
40.776,-0.0
40.78,-0.0
40.784,-0.005
40.788,-0.0
40.792,-0.0
40.796,-0.01
40.8,-0.0
40.804,-0.01
40.808,-0.005
40.812,-0.0
40.816,-0.01
40.82,-0.0
40.824,-0.0
40.828,-0.0
40.832,-0.0
40.836,0.005
40.84,0.015
40.844,0.015
40.848,0.02
40.852,-0.0
40.856,0.03
40.86,0.02
40.864,0.02
40.868,0.04
40.872,0.02
40.876,0.03
40.88,0.03
40.884,0.04
40.888,0.025
40.892,0.04
40.896,0.035
40.9,0.035
40.904,0.045
40.908,0.035
40.912,0.035
40.916,0.05
40.92,0.055
40.924,0.05
40.928,0.045
40.932,0.05
40.936,0.045
40.94,0.06
40.944,0.045
40.948,0.045
40.952,0.04
40.956,0.05
40.96,0.06
40.964,0.06
40.968,0.055
40.972,0.06
40.976,0.045
40.98,0.06
40.984,0.06
40.988,0.06
40.992,0.065
40.996,0.06
41.0,0.06
41.004,0.07
41.008,0.065
41.012,0.055
41.016,0.07
41.02,0.06
41.024,0.07
41.028,0.07
41.032,0.065
41.036,0.07
41.04,0.07
41.044,0.075
41.048,0.045
41.052,0.05
41.056,0.07
41.06,0.065
41.064,0.06
41.068,0.06
41.072,0.06
41.076,0.06
41.08,0.06
41.084,0.07
41.088,0.075
41.092,0.065
41.096,0.07
41.1,0.06
41.104,0.075
41.108,0.06
41.112,0.08
41.116,0.06
41.12,0.08
41.124,0.06
41.128,0.08
41.132,0.07
41.136,0.08
41.14,0.07
41.144,0.07
41.148,0.08
41.152,0.08
41.156,0.095
41.16,0.08
41.164,0.08
41.168,0.08
41.172,0.095
41.176,0.095
41.18,0.095
41.184,0.11
41.188,0.08
41.192,0.085
41.196,0.095
41.2,0.1
41.204,0.125
41.208,0.14
41.212,0.145
41.216,0.145
41.22,0.135
41.224,0.155
41.228,0.14
41.232,0.125
41.236,0.12
41.24,0.13
41.244,0.12
41.248,0.11
41.252,0.1
41.256,0.11
41.26,0.1
41.264,0.085
41.268,0.085
41.272,0.075
41.276,0.065
41.28,0.085
41.284,0.075
41.288,0.08
41.292,0.08
41.296,0.09
41.3,0.08
41.304,0.08
41.308,0.085
41.312,0.08
41.316,0.07
41.32,0.075
41.324,0.07
41.328,0.075
41.332,0.08
41.336,0.08
41.34,0.12
41.344,0.14
41.348,0.22
41.352,0.32
41.356,0.455
41.36,0.655
41.364,0.81
41.368,0.865
41.372,0.71
41.376,0.44
41.38,0.085
41.384,-0.22
41.388,-0.34
41.392,-0.325
41.396,-0.21
41.4,-0.125
41.404,-0.055
41.408,-0.02
41.412,0.015
41.416,0.045
41.42,0.06
41.424,0.065
41.428,0.06
41.432,0.065
41.436,0.065
41.44,0.075
41.444,0.085
41.448,0.08
41.452,0.09
41.456,0.095
41.46,0.095
41.464,0.08
41.468,0.095
41.472,0.1
41.476,0.095
41.48,0.11
41.484,0.105
41.488,0.115
41.492,0.115
41.496,0.105
41.5,0.125
41.504,0.12
41.508,0.125
41.512,0.125
41.516,0.12
41.52,0.13
41.524,0.14
41.528,0.15
41.532,0.15
41.536,0.16
41.54,0.16
41.544,0.155
41.548,0.165
41.552,0.175
41.556,0.19
41.56,0.19
41.564,0.175
41.568,0.19
